Laptop_Brand,OS,CPU_Power,Generation,RAM_size,RAM_technology,Capacity(in GB),Storage_Type,GPU_Brand,GPU_Type,Touch_Screen,screen_size_category,Display_quality,warranty_group,Performance per price
Acer,Windows 11 ,30.0,13th Gen,16.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0015432980851671906
MSI,Windows 11 ,200.0,AMD Ryzen,32.0,LPDDR5X,1024,SSD,NVIDIA,Dedicated,0,Medium,High Resolution,high,0.00039501975098754936
HP,Windows 11 ,96.0,13th Gen,16.0,DDR4,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.0008907641819034224
HP,Windows 11 ,120.0,13th Gen,16.0,DDR5,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.0006966370408656277
Dell,Windows 11 ,48.0,12th Gen,16.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.001437607820586544
Dell,Windows 11 ,128.0,8th Gen,16.0,DDR5,512,SSD,AMD,Dedicated,0,Medium,Full HD,low,0.0009232189567625788
Infinix,Windows 11 ,120.0,13th Gen,16.0,LPDDR4X,512,SSD,Intel,Integrated,0,Medium,High Resolution,low,0.0011402280456091218
HP,Windows 11 ,120.0,13th Gen,16.0,DDR5,512,SSD,NVIDIA,Dedicated,0,Medium,Full HD,high,0.0007683702640707804
Lenovo,Windows 11 ,72.0,7th Gen,16.0,DDR4,1024,SSD,AMD,Dedicated,0,Medium,Full HD,low,0.0011846689895470383
Acer,Windows 11 ,30.0,13th Gen,8.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Full HD,low,0.0014939915556999026
Lenovo,Windows 11 ,512.0,7th Gen,16.0,DDR5,1024,SSD,NVIDIA,Dedicated,0,Medium,High Resolution,low,0.0005379694931933737
Lenovo,Windows 11 ,512.0,7th Gen,32.0,DDR5,1024,SSD,NVIDIA,Dedicated,0,Medium,High Resolution,low,0.0004069680877462901
Dell,Windows 11 ,120.0,13th Gen,16.0,DDR5,512,SSD,Intel,Integrated,1,Medium,Full HD,low,0.0009255112703388565
Dell,Windows 11 ,160.0,13th Gen,16.0,RAM,512,SSD,Intel,Integrated,0,Medium,High Resolution,low,0.0007821515578920374
Lenovo,Windows 11 Pro ,120.0,12th Gen,16.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Full HD,high,0.0007195999512135626
HP,Windows 11 ,160.0,12th Gen,16.0,DDR4,1024,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.0009157266091572661
Acer,Chrome ,4.0,Intel Celeron,8.0,LPDDR4X,128,eMMC Storage,Intel,Integrated,0,Medium,Standard HD,low,
Acer,Windows 11 ,32.0,7th Gen,8.0,LPDDR4X,512,SSD,AMD,Dedicated,0,Medium,Standard HD,low,0.0017247326664367024
Lenovo,Windows 11 ,32.0,7th Gen,8.0,RAM,512,SSD,AMD,Dedicated,0,Medium,Full HD,low,0.0013336889837289945
HP,Windows 11 ,72.0,7th Gen,8.0,DDR5,512,SSD,AMD,Dedicated,0,Medium,Standard HD,low,0.0014596793491265852
Dell,Windows 11 ,120.0,13th Gen,8.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0009809578765147143
Lenovo,Windows 11 ,,Qualcomm Snapdragon,16.0,LPDDR5X,1024,SSD,Qualcomm,Integrated,0,Medium,Full HD,low,0.0005416666666666666
Asus,Windows 11 ,192.0,12th Gen,16.0,DDR4,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.0009325584538451142
Gigabyte,Windows 11 ,160.0,13th Gen,16.0,DDR5,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,high,0.0009504950495049505
Acer,Windows 11 ,72.0,5th Gen,16.0,DDR4,512,SSD,AMD,Dedicated,0,Medium,Standard HD,low,0.0016236590316033633
MSI,Windows 11 ,96.0,13th Gen,16.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.000982604265230366
‎Lenovo,Windows 11 ,4.0,Intel Celeron,8.0,RAM,256,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0015833993083045127
Acer,Windows 11 ,48.0,12th Gen,8.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0015284552845528454
HP,Windows 11 ,120.0,13th Gen,16.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0009655172413793104
Lenovo,Windows 11 ,48.0,12th Gen,8.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Full HD,low,0.0017325227963525835
Lenovo,Windows 11 ,160.0,13th Gen,24.0,DDR5,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.0008625107813847674
Asus,Windows 11 ,128.0,7th Gen,16.0,DDR5,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.0010575615651911164
Lenovo,Windows 11 ,,13th Gen,24.0,DDR5,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.000561021221237499
Acer,Windows 11 ,384.0,14th Gen,16.0,DDR5,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.0007209805335255948
Acer,Windows 11 ,128.0,7th Gen,16.0,LPDDR4X,1024,SSD,AMD,Dedicated,0,Medium,Standard HD,low,0.0012002667259390976
Acer,Windows 11 ,128.0,7th Gen,16.0,LPDDR4X,512,SSD,AMD,Dedicated,0,Medium,Standard HD,low,0.001262205286973089
Acer,Windows 11 ,72.0,7th Gen,16.0,DDR4,512,SSD,AMD,Dedicated,0,Medium,Standard HD,low,0.0014868883482022169
Asus,Windows 11 ,280.0,12th Gen,16.0,DDR4,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.0009428706124373205
Lenovo,Windows 11 ,120.0,13th Gen,16.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Full HD,low,0.0007308629311450186
Lenovo,Windows 11 ,120.0,12th Gen,16.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0014657980456026058
Acer,Windows 11 ,72.0,7th Gen,8.0,DDR4,512,SSD,AMD,Dedicated,0,Medium,Standard HD,low,0.0015718776793369534
Asus,Windows 11 ,128.0,7th Gen,16.0,DDR5,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.001100018333638894
Lenovo,Windows 11 ,192.0,13th Gen,16.0,LPDDR5,512,SSD,Intel,Integrated,1,Medium,Full HD,low,0.0008415660446395902
Lenovo,Windows 11 ,96.0,12th Gen,8.0,LPDDR5,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0011615401161540115
Acer,Windows 11 ,160.0,13th Gen,16.0,DDR4,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.0008751215446589804
HP,Windows 11 ,120.0,12th Gen,8.0,DDR4,1024,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0010709017801216383
Chuwi,Windows 11 ,96.0,12th Gen,16.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.001262205286973089
Chuwi,Windows 11 ,96.0,12th Gen,16.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.001262205286973089
Samsung,Windows 11 ,64.0,Intel Core Ultra,16.0,LPDDR5X,1024,SSD,Intel,Integrated,1,Medium,High Resolution,low,0.00048633468045756556
Asus,Windows 11 ,128.0,8th Gen,16.0,DDR5,1024,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.0006818801709246295
MSI,Windows 11 ,512.0,7th Gen,32.0,DDR5,1024,SSD,NVIDIA,Dedicated,0,Large,Full HD,high,0.00032070071381771787
Asus,Windows 11 ,192.0,12th Gen,16.0,DDR4,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.0010461538461538462
Acer,Windows 11 ,128.0,7th Gen,16.0,RAM,1024,SSD,AMD,Dedicated,0,Medium,Full HD,low,0.0007058906575371475
Acer,Windows 11 ,96.0,12th Gen,12.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0011460720983538237
HP,Windows 11 ,48.0,12th Gen,8.0,RAM,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0012276487856952229
Asus,Windows 11 ,,Qualcomm Snapdragon,16.0,LPDDR5X,1024,SSD,Qualcomm,Integrated,0,Medium,High Resolution,low,0.0006667592721211279
Acer,Windows 11 ,48.0,12th Gen,16.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Full HD,low,0.0016567677399187246
Asus,Windows 11 ,288.0,AMD Ryzen,24.0,LPDDR5X,512,SSD,AMD,Dedicated,0,Medium,High Resolution,low,0.0005130880946169232
MSI,Windows 11 ,560.0,14th Gen,32.0,DDR5,1024,SSD,NVIDIA,Dedicated,0,Medium,High Resolution,high,0.0005097103038905735
Asus,Windows 11 ,200.0,AMD Ryzen,24.0,LPDDR5X,1024,SSD,NVIDIA,Dedicated,1,Small,High Resolution,low,0.0004437777361085068
Asus,Windows 11 ,288.0,AMD Ryzen,32.0,LPDDR5X,2048,SSD,NVIDIA,Dedicated,0,Medium,High Resolution,low,0.0003018981848371637
MSI,Windows 11 ,560.0,14th Gen,32.0,DDR5,2048,SSD,NVIDIA,Dedicated,1,Large,Full HD,high,0.0003100103336777893
MSI,Windows 11 ,96.0,13th Gen,8.0,DDR5,512,SSD,NVIDIA,Dedicated,0,Medium,Full HD,high,0.0010160342911573266
Asus,Windows 11 ,32.0,7th Gen,16.0,LPDDR5,512,SSD,AMD,Dedicated,0,Medium,Standard HD,low,0.0012753188297074268
HP,Windows 11 ,352.0,Intel Core Ultra,32.0,DDR5,1024,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.000341565191626303
MSI,Windows 11 ,48.0,12th Gen,8.0,RAM,512,SSD,Intel,Integrated,0,Medium,Full HD,low,0.0015238095238095239
HP,Windows 11 ,352.0,Intel Core Ultra,16.0,DDR5,1024,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.0004250495891187305
HP,Windows 11 ,352.0,Intel Core Ultra,16.0,DDR5,1024,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.0004250495891187305
Lenovo,Windows 11 ,,Qualcomm Snapdragon,32.0,LPDDR5X,1024,SSD,Qualcomm,Integrated,1,Medium,High Resolution,low,0.00042085740780369496
HP,Windows 11 ,48.0,12th Gen,8.0,RAM,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.001412180052956752
HP,Windows 11 ,120.0,12th Gen,8.0,RAM,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0010303238449261602
HP,Windows 11 ,96.0,13th Gen,16.0,DDR4,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.0007977768618117512
Apple,Mac ,,Apple M2,16.0,UNIFIED,1024,SSD,Unknown,Dedicated,0,Small,High Resolution,low,0.0002939337085678549
Asus,Windows 11 ,48.0,12th Gen,16.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0015718776793369534
HP,Windows 11 ,160.0,12th Gen,16.0,DDR4,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.0008888888888888889
HP,Windows 11 ,120.0,12th Gen,16.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.001120022400448009
Asus,Windows 11 ,128.0,7th Gen,16.0,DDR5,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.0008796240510904928
Infinix,Windows 11 ,48.0,12th Gen,8.0,LPDDR4X,256,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0015005001667222407
Infinix,Windows 11 ,48.0,12th Gen,16.0,LPDDR4X,256,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0015004688965301657
Infinix,Windows 11 ,120.0,12th Gen,16.0,LPDDR4X,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0013003250812703175
Dell,Windows 11 ,,Qualcomm Snapdragon,16.0,LPDDR5X,512,SSD,Qualcomm,Integrated,1,Medium,High Resolution,low,0.0006589010471820215
Acer,Windows 11 ,96.0,13th Gen,8.0,DDR4,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.0011322891111530478
Acer,Windows 11 ,96.0,13th Gen,16.0,DDR4,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.001127477723222404
Dell,Windows 11 ,72.0,8th Gen,16.0,DDR5,512,SSD,AMD,Dedicated,0,Medium,Full HD,low,0.001032424584610421
Acer,Windows 11 ,120.0,13th Gen,16.0,LPDDR5,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0009809578765147143
HP,Windows 11 ,72.0,8th Gen,16.0,LPDDR5,512,SSD,AMD,Dedicated,0,Medium,Standard HD,low,0.0010508652689028627
Apple,Mac ,,Apple M3,16.0,RAM,256,SSD,Apple,Integrated,0,Small,High Resolution,low,0.0004947889251500158
Apple,Mac ,,Apple M3,16.0,RAM,1024,SSD,Apple,Integrated,0,Small,High Resolution,low,0.00030303030303030303
Acer,Windows 11 ,128.0,7th Gen,16.0,RAM,512,SSD,AMD,Dedicated,0,Medium,Full HD,low,0.0011698333930828884
HP,Windows 11 ,48.0,13th Gen,8.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0016181229773462784
Lenovo,Windows 11 ,32.0,7th Gen,8.0,LPDDR5,512,SSD,AMD,Integrated,0,Medium,Standard HD,low,0.0019368723098995696
Asus,Windows 11 ,280.0,13th Gen,16.0,LPDDR5,512,SSD,Intel,Integrated,0,Medium,High Resolution,low,0.0007927796072691791
MSI,Windows 11 ,120.0,12th Gen,16.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0013160780872998464
Lenovo,Windows 11 ,96.0,12th Gen,24.0,DDR5,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.000944206008583691
Dell,Windows 11 ,120.0,13th Gen,16.0,DDR4,1024,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0009001500250041673
Dell,Windows 11 ,48.0,12th Gen,8.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0017106903650439271
Lenovo,Windows 11 ,120.0,13th Gen,16.0,DDR4,1024,SSD,Intel,Integrated,0,Medium,Full HD,low,0.000892012434112718
Thomson,Windows 11 ,48.0,12th Gen,8.0,LPDDR4,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0022127733425893787
Lenovo,Windows 11 ,252.0,Intel Core Ultra,16.0,LPDDR5X,512,SSD,Intel,Integrated,1,Medium,Full HD,low,0.0006821597872586426
Asus,Windows 11 ,128.0,7th Gen,16.0,DDR5,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.0010785990539145442
Asus,Windows 11 ,128.0,7th Gen,16.0,DDR5,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.0012212605532841289
MSI,Windows 11 ,120.0,12th Gen,16.0,RAM,512,SSD,Intel,Integrated,0,Medium,Full HD,low,0.001102425335738625
Dell,Windows 11 ,,Qualcomm Snapdragon,16.0,LPDDR5X,1024,SSD,Qualcomm,Integrated,1,Medium,High Resolution,low,0.0006405214068996517
Lenovo,Windows 11 ,252.0,Intel Core Ultra,16.0,LPDDR5,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0006715245035005
HP,Windows 11 ,96.0,12th Gen,16.0,DDR4,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.0009517664139377319
Lenovo,Windows 11 ,352.0,Intel Core Ultra,32.0,LPDDR5X,1024,SSD,Intel,Integrated,1,Medium,High Resolution,low,0.0004044545404177517
Acer,Windows 11 ,72.0,7th Gen,16.0,DDR5,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.001046314817664256
Thomson,Windows 11 ,4.0,Intel Celeron,4.0,LPDDR4,128,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.002147878156730018
HP,Windows 11 ,160.0,12th Gen,16.0,DDR4,1024,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.0008442654890245487
Asus,Windows 11 ,128.0,7th Gen,16.0,DDR5,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.0011079455523899967
Asus,Windows 11 ,280.0,12th Gen,16.0,DDR5,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.0009325584538451142
Asus,Windows 11 ,72.0,7th Gen,16.0,DDR5,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.0009591592760432594
HP,Windows 11 ,96.0,12th Gen,16.0,DDR4,1024,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.0008612307264897902
HP,Windows 11 ,32.0,7th Gen,8.0,LPDDR5,512,SSD,AMD,Dedicated,0,Medium,Standard HD,low,0.0016004572735067162
Acer,Windows 11 ,96.0,13th Gen,16.0,DDR5,512,SSD,NVIDIA,Dedicated,0,Medium,High Resolution,high,0.000521689642089288
HP,Windows 11 ,32.0,7th Gen,16.0,LPDDR5,512,SSD,AMD,Dedicated,0,Medium,Standard HD,low,0.001372412188881135
Air,Windows 11 ,120.0,12th Gen,8.0,RAM,512,SSD,Intel,Integrated,0,Medium,Full HD,low,0.0017182758746755384
Acer,Windows 11 ,4.0,Intel Celeron,8.0,LPDDR4X,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0018644838562983175
Thomson,Windows 11 ,120.0,12th Gen,16.0,LPDDR4,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0017400658061250316
Thomson,Windows 11 ,120.0,12th Gen,16.0,LPDDR4,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.001474072124243222
Dell,Windows 11 ,,Qualcomm Snapdragon,32.0,LPDDR5X,1024,SSD,Qualcomm,Integrated,1,Small,High Resolution,low,0.0004111339518862159
Acer,Windows 11 ,4.0,Intel Celeron,8.0,LPDDR4X,256,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0014354066985645933
HP,Chrome ,16.0,Intel N200,8.0,LPDDR5,128,Hard Disk,Intel,Integrated,1,Medium,Standard HD,low,0.0008033872543697753
Lenovo,Windows 11 ,72.0,8th Gen,16.0,LPDDR5X,512,SSD,AMD,Dedicated,1,Medium,Full HD,low,0.0008731929756476181
Acer,Windows 11 ,4.0,Intel Celeron,8.0,LPDDR4X,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.00141725719049604
Microsoft,Windows 11 ,,Qualcomm Snapdragon,16.0,‎LPDDR5X,1024,SSD,Qualcomm,Integrated,1,Medium,High Resolution,low,0.0002873728375193977
Microsoft,Windows 11 ,,Qualcomm Snapdragon,16.0,‎LPDDR5X,256,SSD,Qualcomm,Integrated,1,Medium,High Resolution,low,0.0003606636210627555
Microsoft,Windows 11 ,,Qualcomm Snapdragon,16.0,LPDDR5X,256,SSD,Qualcomm,Integrated,1,Small,High Resolution,low,0.00036234509747083124
Microsoft,Windows 11 ,,Qualcomm Snapdragon,16.0,LPDDR5X,512,SSD,Qualcomm,Integrated,1,Small,High Resolution,low,0.0004091281025547777
Microsoft,Windows 11 ,,Qualcomm Snapdragon,32.0,LPDDR5X,1024,SSD,Qualcomm,Integrated,1,Small,High Resolution,low,0.00025322975234988627
Thomson,Windows 11 ,4.0,Intel Celeron,4.0,LPDDR4,128,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0022954679223072395
HP,Chrome ,64.0,Intel Core,8.0,LPDDR5,128,Hard Disk,Intel,Integrated,1,Medium,Standard HD,low,0.0007150846183465044
Infinix,Windows 11 ,352.0,Intel Core Ultra,32.0,LPDDR5X,1024,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0008126015751968996
Infinix,Windows 11 ,352.0,Intel Core Ultra,16.0,LPDDR5X,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0009078319741498692
Dell,Windows 11 ,48.0,12th Gen,8.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0017277963019096695
Lenovo,Windows 11 ,48.0,12th Gen,16.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Full HD,low,0.0016426512968299712
HP,Windows 11 ,128.0,8th Gen,16.0,LPDDR5X,512,SSD,AMD,Dedicated,0,Small,Full HD,low,0.0007273671905442265
Colorful,Windows 11 ,160.0,13th Gen,16.0,DDR5,512,SSD,NVIDIA,Dedicated,0,Medium,High Resolution,low,0.000722302478053117
HP,Chrome ,16.0,Intel N100,4.0,LPDDR5,64,Hard Disk,Intel,Integrated,1,Medium,Standard HD,low,0.0011722116876400621
HP,Chrome ,16.0,Intel N100,4.0,LPDDR5,128,Hard Disk,Intel,Integrated,1,Medium,Standard HD,low,0.0009989178390077415
HP,Windows 11 ,72.0,8th Gen,16.0,LPDDR5X,512,SSD,AMD,Dedicated,0,Small,Full HD,low,0.0006211180124223603
Lenovo,Windows 11 ,128.0,7th Gen,24.0,DDR5,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.000776782824468659
Lenovo,Windows 11 ,352.0,Intel Core Ultra,16.0,LPDDR5X,1024,SSD,NVIDIA,Dedicated,0,Medium,High Resolution,low,0.0005276062195462587
Lenovo,Windows 11 ,32.0,7th Gen,12.0,DDR5,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.000974273100928604
Gigabyte,Windows 11 ,160.0,13th Gen,16.0,DDR5,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,high,0.0006690753378830456
HP,Windows 11 ,48.0,12th Gen,8.0,DDR4,256,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0015168965420376977
MSI,Windows 11 ,128.0,8th Gen,16.0,DDR5,1024,SSD,NVIDIA,Dedicated,0,Large,Standard HD,high,0.0007653842228798857
HP,Windows 11 ,48.0,12th Gen,8.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0015366772977674688
Gigabyte,Windows 11 ,160.0,13th Gen,16.0,DDR5,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,high,0.0008571530613459684
Lenovo,Windows 11 ,128.0,7th Gen,24.0,DDR5,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.0008434751174840342
HP,Windows 11 ,64.0,Intel Core,8.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.001305918310641845
Lenovo,Windows 11 ,96.0,12th Gen,8.0,LPDDR5,512,SSD,Intel,Integrated,0,Medium,Full HD,low,0.0010816326530612246
Lenovo,Windows 11 ,120.0,Intel Core,16.0,LPDDR5X,512,SSD,Intel,Integrated,1,Medium,Full HD,low,0.0007683727847316892
Lenovo,Windows 11 ,252.0,Intel Core Ultra,16.0,LPDDR5X,512,SSD,Intel,Integrated,0,Medium,Full HD,low,0.0006629287969527747
HP,Windows 11 ,128.0,8th Gen,16.0,DDR5,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.0008640075748609303
Lenovo,Windows 11 ,160.0,13th Gen,16.0,LPDDR5,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0008549618320610687
Asus,Windows 11 ,120.0,13th Gen,16.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0011022657685241886
HP,Windows 11 ,128.0,8th Gen,16.0,DDR5,1024,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.00074007400740074
Asus,Windows 11 ,144.0,Qualcomm Snapdragon,16.0,LPDDR5X,1024,SSD,Qualcomm,Integrated,0,Medium,High Resolution,low,0.0006239845534389791
Lenovo,Windows 11 ,96.0,12th Gen,16.0,LPDDR5,512,SSD,Intel,Integrated,0,Medium,Full HD,low,0.0011632890467152392
MSI,Windows 11 ,252.0,1st Gen,16.0,DDR5,512,SSD,Intel,Integrated,0,Medium,Full HD,high,0.0008251031378922366
Dell,Windows 11 ,352.0,Intel Core Ultra,32.0,LPDDR5X,1024,SSD,NVIDIA,Dedicated,1,Large,High Resolution,low,0.00023848884793625842
MSI,Windows 11 ,160.0,13th Gen,16.0,DDR4,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,high,0.000880117348979864
MSI,Windows 11 ,352.0,Intel Core Ultra,16.0,DDR5,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,high,0.0006510048117746957
MSI,Windows 11 ,352.0,Intel Core Ultra,16.0,DDR5,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0009366566121606604
MSI,Windows 11 ,160.0,13th Gen,16.0,DDR5,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,high,0.0006512233696157782
Dell,Windows 11 ,352.0,Intel Core Ultra,16.0,LPDDR5X,1024,SSD,Intel,Integrated,1,Medium,High Resolution,low,0.00035611493243572855
Lenovo,Windows 11 ,160.0,13th Gen,16.0,LPDDR5,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0008743169398907104
MSI,Windows 11 ,352.0,1st Gen,32.0,LPDDR5,1024,SSD,Intel,Integrated,1,Medium,High Resolution,high,0.0006261414036003131
Infinix,Windows 11 ,252.0,Intel Core Ultra,16.0,LPDDR5X,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0010911074740861974
MSI,Windows 11 ,352.0,Intel Core Ultra,32.0,DDR5,2048,SSD,NVIDIA,Dedicated,0,Large,High Resolution,high,0.00037867991367726697
MSI,Windows 11 ,120.0,12th Gen,16.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Full HD,low,0.0013114025338964214
MSI,Windows 11 ,160.0,12th Gen,16.0,DDR4,1024,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,high,0.000951181983494195
MSI,Windows 11 ,120.0,12th Gen,16.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Full HD,low,0.0013245033112582781
HP,Windows 11 ,252.0,Intel Core Ultra,16.0,LPDDR5X,512,SSD,Intel,Integrated,0,Medium,High Resolution,low,0.0006631725318215852
Lenovo,Windows 11 ,352.0,Intel Core Ultra,32.0,LPDDR5X,1024,SSD,NVIDIA,Dedicated,0,Medium,Full HD,low,0.0005146533238027162
HP,Windows 11 ,160.0,13th Gen,16.0,DDR5,1024,SSD,NVIDIA,Dedicated,0,Large,Standard HD,low,0.0007077856420626896
Avita,Windows 11 ,120.0,12th Gen,8.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Full HD,low,0.0018875606054998334
Acer,Chrome ,48.0,13th Gen,8.0,RAM,256,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0015338446148716238
MSI,Windows 11 ,352.0,Intel Core Ultra,32.0,DDR5,2048,SSD,NVIDIA,Dedicated,0,Large,High Resolution,high,0.0003392978320654309
Lenovo,Windows 11 ,96.0,12th Gen,16.0,DDR5,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.0009092180724576864
Samsung,Windows 11 ,120.0,Intel Core,16.0,LPDDR4X,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0008750136720886264
Samsung,Windows 11 ,120.0,Intel Core,16.0,LPDDR4X,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.000873015873015873
Lenovo,Windows 11 ,,13th Gen,24.0,DDR5,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.0007092907092907093
Acer,Windows 11 ,48.0,12th Gen,8.0,DDR4,256,SSD,Intel,Integrated,0,Medium,Full HD,low,0.0017247326664367024
HP,Windows 11 ,160.0,13th Gen,16.0,DDR4,1024,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.0006737551321191705
Asus,Windows 11 ,128.0,8th Gen,16.0,LPDDR5X,1024,SSD,NVIDIA,Dedicated,0,Medium,High Resolution,low,0.00042857142857142855
Acer,Windows 11 ,160.0,13th Gen,16.0,DDR5,1024,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.0007696597880646961
